category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 456, 2283, 418, 0.1664841182913472, 0.5217391304347826, 0.2524218101300858
-1, macroaverage, 456, 2283, 418, 0.19511253796923872, 0.5145238095238096, 0.28293377777629997
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 1, 25, 9, 0.038461538461538464, 0.1, 0.05555555555555555
2, Astrophysics , 8, 13, 42, 0.38095238095238093, 0.16, 0.22535211267605634
3, Condensed Matter , 3, 60, 7, 0.047619047619047616, 0.3, 0.0821917808219178
4, General Relativity and Quantum Cosmology , 26, 107, 24, 0.19548872180451127, 0.52, 0.28415300546448086
5, High Energy Physics - Experiment , 29, 229, 21, 0.1124031007751938, 0.58, 0.18831168831168832
6, High Energy Physics - Lattice , 47, 323, 3, 0.12702702702702703, 0.94, 0.22380952380952382
7, High Energy Physics - Phenomenology , 25, 171, 25, 0.12755102040816327, 0.5, 0.20325203252032523
8, High Energy Physics - Theory , 29, 148, 21, 0.1638418079096045, 0.58, 0.2555066079295154
9, Mathematical Physics , 7, 33, 33, 0.175, 0.175, 0.175
10, Nonlinear Sciences , 18, 96, 32, 0.15789473684210525, 0.36, 0.21951219512195122
11, Adaption and Self-Organizing Systems , 27, 138, 23, 0.16363636363636364, 0.54, 0.25116279069767444
12, Chaotic Dynamics , 8, 127, 2, 0.05925925925925926, 0.8, 0.11034482758620691
13, Cellular Automata and Lattice Gases , 3, 131, 1, 0.022388059701492536, 0.75, 0.04347826086956522
14, Pattern Formation and Solutions , 35, 185, 15, 0.1590909090909091, 0.7, 0.25925925925925924
15, Exactly Solvable and Integrable Systems , 44, 143, 6, 0.23529411764705882, 0.88, 0.37130801687763715
16, Nuclear Experiment , 22, 84, 28, 0.20754716981132076, 0.44, 0.28205128205128205
17, Nuclear Theory , 23, 94, 27, 0.19658119658119658, 0.46, 0.27544910179640714
18, Quantum Physics , 36, 72, 14, 0.3333333333333333, 0.72, 0.4556962025316456
19, Computer Science , 25, 52, 25, 0.3246753246753247, 0.5, 0.3937007874015748
20, Mathematics , 21, 27, 29, 0.4375, 0.42, 0.4285714285714286
21, Quantitative Biology , 19, 25, 31, 0.4318181818181818, 0.38, 0.4042553191489362
