category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 81, 843, 793, 0.08766233766233766, 0.09267734553775744, 0.09010011123470524
-1, macroaverage, 81, 843, 793, 0.08072373063380452, 0.09595238095238098, 0.08768173675696672
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 0, 16, 10, 0.0, 0.0, 0.0
2, Astrophysics , 10, 75, 40, 0.11764705882352941, 0.2, 0.14814814814814817
3, Condensed Matter , 1, 20, 9, 0.047619047619047616, 0.1, 0.06451612903225806
4, General Relativity and Quantum Cosmology , 4, 28, 46, 0.125, 0.08, 0.09756097560975609
5, High Energy Physics - Experiment , 7, 43, 43, 0.14, 0.14, 0.14
6, High Energy Physics - Lattice , 2, 56, 48, 0.034482758620689655, 0.04, 0.03703703703703704
7, High Energy Physics - Phenomenology , 3, 30, 47, 0.09090909090909091, 0.06, 0.07228915662650602
8, High Energy Physics - Theory , 1, 38, 49, 0.02564102564102564, 0.02, 0.022471910112359553
9, Mathematical Physics , 1, 16, 39, 0.058823529411764705, 0.025, 0.03508771929824561
10, Nonlinear Sciences , 1, 35, 49, 0.027777777777777776, 0.02, 0.023255813953488372
11, Adaption and Self-Organizing Systems , 4, 37, 46, 0.0975609756097561, 0.08, 0.08791208791208793
12, Chaotic Dynamics , 1, 46, 9, 0.02127659574468085, 0.1, 0.03508771929824561
13, Cellular Automata and Lattice Gases , 1, 77, 3, 0.01282051282051282, 0.25, 0.024390243902439022
14, Pattern Formation and Solutions , 6, 64, 44, 0.08571428571428572, 0.12, 0.09999999999999999
15, Exactly Solvable and Integrable Systems , 9, 68, 41, 0.11688311688311688, 0.18, 0.14173228346456693
16, Nuclear Experiment , 3, 32, 47, 0.08571428571428572, 0.06, 0.07058823529411765
17, Nuclear Theory , 0, 14, 50, 0.0, 0.0, 0.0
18, Quantum Physics , 9, 48, 41, 0.15789473684210525, 0.18, 0.16822429906542055
19, Computer Science , 7, 42, 43, 0.14285714285714285, 0.14, 0.1414141414141414
20, Mathematics , 3, 19, 47, 0.13636363636363635, 0.06, 0.08333333333333333
21, Quantitative Biology , 8, 39, 42, 0.1702127659574468, 0.16, 0.16494845360824742
