category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 263, 1444, 611, 0.1540714704159344, 0.3009153318077803, 0.2037969779155366
-1, macroaverage, 263, 1444, 611, 0.24581038727804064, 0.2923809523809524, 0.26708075675473514
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 4, 473, 6, 0.008385744234800839, 0.4, 0.01642710472279261
2, Astrophysics , 25, 32, 25, 0.43859649122807015, 0.5, 0.46728971962616817
3, Condensed Matter , 1, 11, 9, 0.08333333333333333, 0.1, 0.0909090909090909
4, General Relativity and Quantum Cosmology , 6, 3, 44, 0.6666666666666666, 0.12, 0.20338983050847456
5, High Energy Physics - Experiment , 3, 7, 47, 0.3, 0.06, 0.09999999999999999
6, High Energy Physics - Lattice , 0, 5, 50, 0.0, 0.0, 0.0
7, High Energy Physics - Phenomenology , 4, 6, 46, 0.4, 0.08, 0.13333333333333333
8, High Energy Physics - Theory , 17, 97, 33, 0.14912280701754385, 0.34, 0.20731707317073172
9, Mathematical Physics , 16, 140, 24, 0.10256410256410256, 0.4, 0.163265306122449
10, Nonlinear Sciences , 1, 15, 49, 0.0625, 0.02, 0.030303030303030304
11, Adaption and Self-Organizing Systems , 0, 0, 50, 0.0, 0.0, 0.0
12, Chaotic Dynamics , 5, 68, 5, 0.0684931506849315, 0.5, 0.12048192771084336
13, Cellular Automata and Lattice Gases , 0, 0, 4, 0.0, 0.0, 0.0
14, Pattern Formation and Solutions , 11, 4, 39, 0.7333333333333333, 0.22, 0.3384615384615385
15, Exactly Solvable and Integrable Systems , 3, 10, 47, 0.23076923076923078, 0.06, 0.09523809523809523
16, Nuclear Experiment , 23, 26, 27, 0.46938775510204084, 0.46, 0.46464646464646464
17, Nuclear Theory , 37, 111, 13, 0.25, 0.74, 0.37373737373737376
18, Quantum Physics , 37, 213, 13, 0.148, 0.74, 0.24666666666666665
19, Computer Science , 24, 23, 26, 0.5106382978723404, 0.48, 0.49484536082474223
20, Mathematics , 39, 188, 11, 0.17180616740088106, 0.78, 0.2815884476534296
21, Quantitative Biology , 7, 12, 43, 0.3684210526315789, 0.14, 0.20289855072463772
