category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 87, 837, 787, 0.09415584415584416, 0.09954233409610984, 0.09677419354838708
-1, macroaverage, 87, 837, 787, 0.0927013994425514, 0.10190476190476193, 0.09708545683270421
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 0, 31, 10, 0.0, 0.0, 0.0
2, Astrophysics , 17, 80, 33, 0.17525773195876287, 0.34, 0.23129251700680273
3, Condensed Matter , 0, 9, 10, 0.0, 0.0, 0.0
4, General Relativity and Quantum Cosmology , 6, 29, 44, 0.17142857142857143, 0.12, 0.1411764705882353
5, High Energy Physics - Experiment , 10, 45, 40, 0.18181818181818182, 0.2, 0.1904761904761905
6, High Energy Physics - Lattice , 6, 107, 44, 0.05309734513274336, 0.12, 0.07361963190184048
7, High Energy Physics - Phenomenology , 3, 34, 47, 0.08108108108108109, 0.06, 0.06896551724137931
8, High Energy Physics - Theory , 3, 20, 47, 0.13043478260869565, 0.06, 0.0821917808219178
9, Mathematical Physics , 2, 25, 38, 0.07407407407407407, 0.05, 0.05970149253731344
10, Nonlinear Sciences , 3, 15, 47, 0.16666666666666666, 0.06, 0.08823529411764705
11, Adaption and Self-Organizing Systems , 4, 15, 46, 0.21052631578947367, 0.08, 0.11594202898550725
12, Chaotic Dynamics , 2, 28, 8, 0.06666666666666667, 0.2, 0.1
13, Cellular Automata and Lattice Gases , 1, 69, 3, 0.014285714285714285, 0.25, 0.027027027027027025
14, Pattern Formation and Solutions , 4, 57, 46, 0.06557377049180328, 0.08, 0.07207207207207207
15, Exactly Solvable and Integrable Systems , 8, 108, 42, 0.06896551724137931, 0.16, 0.0963855421686747
16, Nuclear Experiment , 4, 34, 46, 0.10526315789473684, 0.08, 0.0909090909090909
17, Nuclear Theory , 0, 7, 50, 0.0, 0.0, 0.0
18, Quantum Physics , 1, 21, 49, 0.045454545454545456, 0.02, 0.027777777777777776
19, Computer Science , 8, 67, 42, 0.10666666666666667, 0.16, 0.128
20, Mathematics , 1, 17, 49, 0.05555555555555555, 0.02, 0.029411764705882353
21, Quantitative Biology , 4, 19, 46, 0.17391304347826086, 0.08, 0.1095890410958904
