category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 100, 824, 774, 0.10822510822510822, 0.11441647597254005, 0.11123470522803114
-1, macroaverage, 100, 824, 774, 0.13808722157883666, 0.10666666666666667, 0.12036011963414862
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 0, 7, 10, 0.0, 0.0, 0.0
2, Astrophysics , 6, 8, 44, 0.42857142857142855, 0.12, 0.1875
3, Condensed Matter , 0, 9, 10, 0.0, 0.0, 0.0
4, General Relativity and Quantum Cosmology , 10, 29, 40, 0.2564102564102564, 0.2, 0.2247191011235955
5, High Energy Physics - Experiment , 19, 135, 31, 0.12337662337662338, 0.38, 0.18627450980392157
6, High Energy Physics - Lattice , 6, 82, 44, 0.06818181818181818, 0.12, 0.08695652173913043
7, High Energy Physics - Phenomenology , 2, 12, 48, 0.14285714285714285, 0.04, 0.0625
8, High Energy Physics - Theory , 4, 49, 46, 0.07547169811320754, 0.08, 0.07766990291262135
9, Mathematical Physics , 2, 20, 38, 0.09090909090909091, 0.05, 0.06451612903225806
10, Nonlinear Sciences , 1, 21, 49, 0.045454545454545456, 0.02, 0.027777777777777776
11, Adaption and Self-Organizing Systems , 13, 91, 37, 0.125, 0.26, 0.16883116883116883
12, Chaotic Dynamics , 0, 16, 10, 0.0, 0.0, 0.0
13, Cellular Automata and Lattice Gases , 1, 40, 3, 0.024390243902439025, 0.25, 0.04444444444444444
14, Pattern Formation and Solutions , 8, 112, 42, 0.06666666666666667, 0.16, 0.09411764705882351
15, Exactly Solvable and Integrable Systems , 5, 89, 45, 0.05319148936170213, 0.1, 0.06944444444444446
16, Nuclear Experiment , 2, 9, 48, 0.18181818181818182, 0.04, 0.06557377049180327
17, Nuclear Theory , 1, 10, 49, 0.09090909090909091, 0.02, 0.032786885245901634
18, Quantum Physics , 5, 11, 45, 0.3125, 0.1, 0.15151515151515152
19, Computer Science , 6, 60, 44, 0.09090909090909091, 0.12, 0.10344827586206896
20, Mathematics , 2, 5, 48, 0.2857142857142857, 0.04, 0.07017543859649124
21, Quantitative Biology , 7, 9, 43, 0.4375, 0.14, 0.21212121212121213
