category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 293, 1220, 581, 0.19365499008592202, 0.3352402745995423, 0.24549643904482615
-1, macroaverage, 293, 1220, 581, 0.32587161601246106, 0.32666666666666666, 0.3262686569959173
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 3, 313, 7, 0.00949367088607595, 0.3, 0.018404907975460124
2, Astrophysics , 35, 93, 15, 0.2734375, 0.7, 0.39325842696629215
3, Condensed Matter , 1, 14, 9, 0.06666666666666667, 0.1, 0.08
4, General Relativity and Quantum Cosmology , 9, 4, 41, 0.6923076923076923, 0.18, 0.28571428571428575
5, High Energy Physics - Experiment , 8, 28, 42, 0.2222222222222222, 0.16, 0.18604651162790697
6, High Energy Physics - Lattice , 14, 21, 36, 0.4, 0.28, 0.3294117647058824
7, High Energy Physics - Phenomenology , 8, 4, 42, 0.6666666666666666, 0.16, 0.25806451612903225
8, High Energy Physics - Theory , 8, 29, 42, 0.21621621621621623, 0.16, 0.18390804597701146
9, Mathematical Physics , 10, 64, 30, 0.13513513513513514, 0.25, 0.1754385964912281
10, Nonlinear Sciences , 5, 68, 45, 0.0684931506849315, 0.1, 0.08130081300813008
11, Adaption and Self-Organizing Systems , 1, 0, 49, 1.0, 0.02, 0.0392156862745098
12, Chaotic Dynamics , 5, 72, 5, 0.06493506493506493, 0.5, 0.11494252873563217
13, Cellular Automata and Lattice Gases , 1, 1, 3, 0.5, 0.25, 0.3333333333333333
14, Pattern Formation and Solutions , 11, 13, 39, 0.4583333333333333, 0.22, 0.29729729729729726
15, Exactly Solvable and Integrable Systems , 4, 10, 46, 0.2857142857142857, 0.08, 0.125
16, Nuclear Experiment , 39, 65, 11, 0.375, 0.78, 0.5064935064935064
17, Nuclear Theory , 22, 56, 28, 0.28205128205128205, 0.44, 0.34375
18, Quantum Physics , 25, 131, 25, 0.16025641025641027, 0.5, 0.24271844660194178
19, Computer Science , 36, 55, 14, 0.3956043956043956, 0.72, 0.5106382978723404
20, Mathematics , 36, 160, 14, 0.1836734693877551, 0.72, 0.29268292682926833
21, Quantitative Biology , 12, 19, 38, 0.3870967741935484, 0.24, 0.2962962962962963
