category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 230, 1410, 644, 0.1402439024390244, 0.2631578947368421, 0.18297533810660305
-1, macroaverage, 230, 1410, 644, 0.26787802534379573, 0.2790476190476191, 0.27334876663368735
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 6, 382, 4, 0.015463917525773196, 0.6, 0.03015075376884422
2, Astrophysics , 26, 23, 24, 0.5306122448979592, 0.52, 0.5252525252525252
3, Condensed Matter , 1, 23, 9, 0.041666666666666664, 0.1, 0.058823529411764705
4, General Relativity and Quantum Cosmology , 0, 0, 50, 0.0, 0.0, 0.0
5, High Energy Physics - Experiment , 28, 102, 22, 0.2153846153846154, 0.56, 0.3111111111111111
6, High Energy Physics - Lattice , 1, 14, 49, 0.06666666666666667, 0.02, 0.030769230769230767
7, High Energy Physics - Phenomenology , 7, 8, 43, 0.4666666666666667, 0.14, 0.2153846153846154
8, High Energy Physics - Theory , 4, 87, 46, 0.04395604395604396, 0.08, 0.056737588652482275
9, Mathematical Physics , 14, 96, 26, 0.12727272727272726, 0.35, 0.18666666666666665
10, Nonlinear Sciences , 6, 70, 44, 0.07894736842105263, 0.12, 0.09523809523809523
11, Adaption and Self-Organizing Systems , 1, 0, 49, 1.0, 0.02, 0.0392156862745098
12, Chaotic Dynamics , 5, 77, 5, 0.06097560975609756, 0.5, 0.10869565217391303
13, Cellular Automata and Lattice Gases , 1, 1, 3, 0.5, 0.25, 0.3333333333333333
14, Pattern Formation and Solutions , 12, 12, 38, 0.5, 0.24, 0.32432432432432434
15, Exactly Solvable and Integrable Systems , 2, 1, 48, 0.6666666666666666, 0.04, 0.07547169811320754
16, Nuclear Experiment , 5, 16, 45, 0.23809523809523808, 0.1, 0.1408450704225352
17, Nuclear Theory , 3, 47, 47, 0.06, 0.06, 0.06
18, Quantum Physics , 25, 185, 25, 0.11904761904761904, 0.5, 0.1923076923076923
19, Computer Science , 40, 66, 10, 0.37735849056603776, 0.8, 0.5128205128205128
20, Mathematics , 37, 189, 13, 0.16371681415929204, 0.74, 0.26811594202898553
21, Quantitative Biology , 6, 11, 44, 0.35294117647058826, 0.12, 0.1791044776119403
