category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 223, 2549, 651, 0.08044733044733045, 0.2551487414187643, 0.12232583653318707
-1, macroaverage, 223, 2549, 651, 0.08093584722531096, 0.2561904761904762, 0.12301022970525508
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 1, 142, 9, 0.006993006993006993, 0.1, 0.0130718954248366
2, Astrophysics , 31, 215, 19, 0.12601626016260162, 0.62, 0.20945945945945946
3, Condensed Matter , 2, 50, 8, 0.038461538461538464, 0.2, 0.06451612903225806
4, General Relativity and Quantum Cosmology , 11, 104, 39, 0.09565217391304348, 0.22, 0.13333333333333336
5, High Energy Physics - Experiment , 17, 169, 33, 0.0913978494623656, 0.34, 0.1440677966101695
6, High Energy Physics - Lattice , 15, 255, 35, 0.05555555555555555, 0.3, 0.09375000000000001
7, High Energy Physics - Phenomenology , 4, 100, 46, 0.038461538461538464, 0.08, 0.05194805194805195
8, High Energy Physics - Theory , 8, 69, 42, 0.1038961038961039, 0.16, 0.12598425196850394
9, Mathematical Physics , 12, 121, 28, 0.09022556390977443, 0.3, 0.13872832369942195
10, Nonlinear Sciences , 7, 105, 43, 0.0625, 0.14, 0.08641975308641976
11, Adaption and Self-Organizing Systems , 9, 43, 41, 0.17307692307692307, 0.18, 0.17647058823529413
12, Chaotic Dynamics , 2, 78, 8, 0.025, 0.2, 0.04444444444444445
13, Cellular Automata and Lattice Gases , 2, 145, 2, 0.013605442176870748, 0.5, 0.02649006622516556
14, Pattern Formation and Solutions , 18, 189, 32, 0.08695652173913043, 0.36, 0.14007782101167313
15, Exactly Solvable and Integrable Systems , 13, 170, 37, 0.07103825136612021, 0.26, 0.11158798283261803
16, Nuclear Experiment , 12, 96, 38, 0.1111111111111111, 0.24, 0.1518987341772152
17, Nuclear Theory , 3, 55, 47, 0.05172413793103448, 0.06, 0.05555555555555556
18, Quantum Physics , 12, 104, 38, 0.10344827586206896, 0.24, 0.14457831325301204
19, Computer Science , 13, 140, 37, 0.08496732026143791, 0.26, 0.12807881773399013
20, Mathematics , 13, 102, 37, 0.11304347826086956, 0.26, 0.15757575757575756
21, Quantitative Biology , 18, 97, 32, 0.1565217391304348, 0.36, 0.2181818181818182
