category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 97, 827, 777, 0.10497835497835498, 0.11098398169336385, 0.10789766407119021
-1, macroaverage, 97, 827, 777, 0.10115155526161339, 0.10785714285714289, 0.10439678199301669
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 0, 28, 10, 0.0, 0.0, 0.0
2, Astrophysics , 23, 97, 27, 0.19166666666666668, 0.46, 0.27058823529411763
3, Condensed Matter , 0, 17, 10, 0.0, 0.0, 0.0
4, General Relativity and Quantum Cosmology , 5, 27, 45, 0.15625, 0.1, 0.12195121951219513
5, High Energy Physics - Experiment , 12, 55, 38, 0.1791044776119403, 0.24, 0.20512820512820515
6, High Energy Physics - Lattice , 5, 81, 45, 0.05813953488372093, 0.1, 0.07352941176470588
7, High Energy Physics - Phenomenology , 1, 24, 49, 0.04, 0.02, 0.02666666666666667
8, High Energy Physics - Theory , 2, 12, 48, 0.14285714285714285, 0.04, 0.0625
9, Mathematical Physics , 3, 39, 37, 0.07142857142857142, 0.075, 0.07317073170731707
10, Nonlinear Sciences , 2, 20, 48, 0.09090909090909091, 0.04, 0.05555555555555555
11, Adaption and Self-Organizing Systems , 4, 11, 46, 0.26666666666666666, 0.08, 0.12307692307692307
12, Chaotic Dynamics , 1, 17, 9, 0.05555555555555555, 0.1, 0.07142857142857142
13, Cellular Automata and Lattice Gases , 1, 49, 3, 0.02, 0.25, 0.037037037037037035
14, Pattern Formation and Solutions , 11, 79, 39, 0.12222222222222222, 0.22, 0.15714285714285714
15, Exactly Solvable and Integrable Systems , 5, 76, 45, 0.06172839506172839, 0.1, 0.07633587786259541
16, Nuclear Experiment , 4, 25, 46, 0.13793103448275862, 0.08, 0.10126582278481013
17, Nuclear Theory , 0, 12, 50, 0.0, 0.0, 0.0
18, Quantum Physics , 7, 22, 43, 0.2413793103448276, 0.14, 0.17721518987341772
19, Computer Science , 3, 80, 47, 0.03614457831325301, 0.06, 0.04511278195488721
20, Mathematics , 3, 30, 47, 0.09090909090909091, 0.06, 0.07228915662650602
21, Quantitative Biology , 5, 26, 45, 0.16129032258064516, 0.1, 0.12345679012345678
