category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 163, 1685, 711, 0.0882034632034632, 0.18649885583524028, 0.11976487876561354
-1, macroaverage, 163, 1685, 711, 0.10529388799861542, 0.1816666666666667, 0.13331720574204792
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 0, 18, 10, 0.0, 0.0, 0.0
2, Astrophysics , 8, 11, 42, 0.42105263157894735, 0.16, 0.2318840579710145
3, Condensed Matter , 0, 16, 10, 0.0, 0.0, 0.0
4, General Relativity and Quantum Cosmology , 11, 80, 39, 0.12087912087912088, 0.22, 0.15602836879432624
5, High Energy Physics - Experiment , 21, 179, 29, 0.105, 0.42, 0.16799999999999995
6, High Energy Physics - Lattice , 3, 116, 47, 0.025210084033613446, 0.06, 0.03550295857988166
7, High Energy Physics - Phenomenology , 2, 40, 48, 0.047619047619047616, 0.04, 0.043478260869565216
8, High Energy Physics - Theory , 18, 256, 32, 0.06569343065693431, 0.36, 0.1111111111111111
9, Mathematical Physics , 3, 29, 37, 0.09375, 0.075, 0.08333333333333331
10, Nonlinear Sciences , 0, 42, 50, 0.0, 0.0, 0.0
11, Adaption and Self-Organizing Systems , 18, 126, 32, 0.125, 0.36, 0.18556701030927836
12, Chaotic Dynamics , 1, 16, 9, 0.058823529411764705, 0.1, 0.07407407407407408
13, Cellular Automata and Lattice Gases , 2, 95, 2, 0.020618556701030927, 0.5, 0.0396039603960396
14, Pattern Formation and Solutions , 16, 176, 34, 0.08333333333333333, 0.32, 0.1322314049586777
15, Exactly Solvable and Integrable Systems , 20, 239, 30, 0.07722007722007722, 0.4, 0.12944983818770225
16, Nuclear Experiment , 6, 38, 44, 0.13636363636363635, 0.12, 0.1276595744680851
17, Nuclear Theory , 2, 52, 48, 0.037037037037037035, 0.04, 0.03846153846153846
18, Quantum Physics , 4, 19, 46, 0.17391304347826086, 0.08, 0.1095890410958904
19, Computer Science , 14, 103, 36, 0.11965811965811966, 0.28, 0.16766467065868262
20, Mathematics , 2, 10, 48, 0.16666666666666666, 0.04, 0.06451612903225806
21, Quantitative Biology , 12, 24, 38, 0.3333333333333333, 0.24, 0.27906976744186046
