category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 378, 1448, 496, 0.20700985761226726, 0.43249427917620137, 0.27999999999999997
-1, macroaverage, 378, 1448, 496, 0.2412267213171072, 0.4319047619047619, 0.30955904524581784
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 0, 12, 10, 0.0, 0.0, 0.0
2, Astrophysics , 7, 6, 43, 0.5384615384615384, 0.14, 0.2222222222222222
3, Condensed Matter , 2, 36, 8, 0.05263157894736842, 0.2, 0.08333333333333333
4, General Relativity and Quantum Cosmology , 21, 66, 29, 0.2413793103448276, 0.42, 0.30656934306569344
5, High Energy Physics - Experiment , 27, 158, 23, 0.14594594594594595, 0.54, 0.22978723404255316
6, High Energy Physics - Lattice , 47, 239, 3, 0.16433566433566432, 0.94, 0.2797619047619047
7, High Energy Physics - Phenomenology , 15, 53, 35, 0.22058823529411764, 0.3, 0.25423728813559326
8, High Energy Physics - Theory , 25, 42, 25, 0.373134328358209, 0.5, 0.4273504273504274
9, Mathematical Physics , 4, 16, 36, 0.2, 0.1, 0.13333333333333333
10, Nonlinear Sciences , 16, 64, 34, 0.2, 0.32, 0.24615384615384614
11, Adaption and Self-Organizing Systems , 20, 97, 30, 0.17094017094017094, 0.4, 0.23952095808383236
12, Chaotic Dynamics , 8, 100, 2, 0.07407407407407407, 0.8, 0.13559322033898305
13, Cellular Automata and Lattice Gases , 3, 103, 1, 0.02830188679245283, 0.75, 0.05454545454545455
14, Pattern Formation and Solutions , 30, 138, 20, 0.17857142857142858, 0.6, 0.2752293577981651
15, Exactly Solvable and Integrable Systems , 32, 78, 18, 0.2909090909090909, 0.64, 0.39999999999999997
16, Nuclear Experiment , 22, 70, 28, 0.2391304347826087, 0.44, 0.3098591549295775
17, Nuclear Theory , 17, 57, 33, 0.22972972972972974, 0.34, 0.27419354838709675
18, Quantum Physics , 32, 51, 18, 0.3855421686746988, 0.64, 0.481203007518797
19, Computer Science , 21, 24, 29, 0.4666666666666667, 0.42, 0.4421052631578947
20, Mathematics , 15, 19, 35, 0.4411764705882353, 0.3, 0.35714285714285715
21, Quantitative Biology , 14, 19, 36, 0.42424242424242425, 0.28, 0.3373493975903614
