category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 296, 4324, 578, 0.06406926406926407, 0.33867276887871856, 0.10775391336002912
-1, macroaverage, 296, 4324, 578, 0.06595152002988065, 0.3511904761904762, 0.11104873608815134
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 2, 161, 8, 0.012269938650306749, 0.2, 0.023121387283236993
2, Astrophysics , 23, 267, 27, 0.07931034482758621, 0.46, 0.13529411764705881
3, Condensed Matter , 4, 157, 6, 0.024844720496894408, 0.4, 0.04678362573099415
4, General Relativity and Quantum Cosmology , 16, 175, 34, 0.08376963350785341, 0.32, 0.13278008298755187
5, High Energy Physics - Experiment , 20, 247, 30, 0.0749063670411985, 0.4, 0.12618296529968454
6, High Energy Physics - Lattice , 19, 294, 31, 0.06070287539936102, 0.38, 0.10468319559228649
7, High Energy Physics - Phenomenology , 7, 132, 43, 0.050359712230215826, 0.14, 0.07407407407407408
8, High Energy Physics - Theory , 16, 226, 34, 0.06611570247933884, 0.32, 0.10958904109589042
9, Mathematical Physics , 9, 165, 31, 0.05172413793103448, 0.225, 0.08411214953271028
10, Nonlinear Sciences , 16, 208, 34, 0.07142857142857142, 0.32, 0.11678832116788321
11, Adaption and Self-Organizing Systems , 20, 175, 30, 0.10256410256410256, 0.4, 0.163265306122449
12, Chaotic Dynamics , 3, 242, 7, 0.012244897959183673, 0.3, 0.023529411764705882
13, Cellular Automata and Lattice Gases , 3, 337, 1, 0.008823529411764706, 0.75, 0.01744186046511628
14, Pattern Formation and Solutions , 16, 283, 34, 0.05351170568561873, 0.32, 0.09169054441260745
15, Exactly Solvable and Integrable Systems , 17, 244, 33, 0.06513409961685823, 0.34, 0.10932475884244373
16, Nuclear Experiment , 20, 162, 30, 0.10989010989010989, 0.4, 0.1724137931034483
17, Nuclear Theory , 11, 163, 39, 0.06321839080459771, 0.22, 0.09821428571428571
18, Quantum Physics , 22, 229, 28, 0.08764940239043825, 0.44, 0.1461794019933555
19, Computer Science , 17, 143, 33, 0.10625, 0.34, 0.1619047619047619
20, Mathematics , 16, 148, 34, 0.0975609756097561, 0.32, 0.14953271028037385
21, Quantitative Biology , 19, 166, 31, 0.10270270270270271, 0.38, 0.16170212765957448
