category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 152, 1696, 722, 0.08225108225108226, 0.17391304347826086, 0.11168258633357825
-1, macroaverage, 152, 1696, 722, 0.08169294272283581, 0.16833333333333336, 0.11000160123374136
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 0, 66, 10, 0.0, 0.0, 0.0
2, Astrophysics , 25, 133, 25, 0.15822784810126583, 0.5, 0.24038461538461542
3, Condensed Matter , 0, 32, 10, 0.0, 0.0, 0.0
4, General Relativity and Quantum Cosmology , 8, 47, 42, 0.14545454545454545, 0.16, 0.1523809523809524
5, High Energy Physics - Experiment , 14, 112, 36, 0.1111111111111111, 0.28, 0.1590909090909091
6, High Energy Physics - Lattice , 11, 200, 39, 0.052132701421800945, 0.22, 0.08429118773946359
7, High Energy Physics - Phenomenology , 5, 73, 45, 0.0641025641025641, 0.1, 0.078125
8, High Energy Physics - Theory , 6, 44, 44, 0.12, 0.12, 0.12
9, Mathematical Physics , 5, 70, 35, 0.06666666666666667, 0.125, 0.08695652173913045
10, Nonlinear Sciences , 4, 47, 46, 0.0784313725490196, 0.08, 0.0792079207920792
11, Adaption and Self-Organizing Systems , 5, 28, 45, 0.15151515151515152, 0.1, 0.12048192771084337
12, Chaotic Dynamics , 3, 55, 7, 0.05172413793103448, 0.3, 0.08823529411764706
13, Cellular Automata and Lattice Gases , 1, 149, 3, 0.006666666666666667, 0.25, 0.012987012987012988
14, Pattern Formation and Solutions , 12, 114, 38, 0.09523809523809523, 0.24, 0.13636363636363635
15, Exactly Solvable and Integrable Systems , 13, 168, 37, 0.0718232044198895, 0.26, 0.11255411255411256
16, Nuclear Experiment , 9, 73, 41, 0.10975609756097561, 0.18, 0.13636363636363638
17, Nuclear Theory , 0, 22, 50, 0.0, 0.0, 0.0
18, Quantum Physics , 6, 68, 44, 0.08108108108108109, 0.12, 0.0967741935483871
19, Computer Science , 12, 103, 38, 0.10434782608695652, 0.24, 0.14545454545454545
20, Mathematics , 6, 44, 44, 0.12, 0.12, 0.12
21, Quantitative Biology , 7, 48, 43, 0.12727272727272726, 0.14, 0.13333333333333333
