category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 69, 855, 805, 0.07467532467532467, 0.07894736842105263, 0.07675194660734148
-1, macroaverage, 69, 855, 805, 0.08382024511053109, 0.08809523809523812, 0.08590458884235802
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 0, 15, 10, 0.0, 0.0, 0.0
2, Astrophysics , 8, 155, 42, 0.049079754601226995, 0.16, 0.07511737089201878
3, Condensed Matter , 2, 44, 8, 0.043478260869565216, 0.2, 0.07142857142857142
4, General Relativity and Quantum Cosmology , 3, 19, 47, 0.13636363636363635, 0.06, 0.08333333333333333
5, High Energy Physics - Experiment , 9, 35, 41, 0.20454545454545456, 0.18, 0.1914893617021277
6, High Energy Physics - Lattice , 2, 33, 48, 0.05714285714285714, 0.04, 0.04705882352941177
7, High Energy Physics - Phenomenology , 2, 30, 48, 0.0625, 0.04, 0.048780487804878044
8, High Energy Physics - Theory , 4, 23, 46, 0.14814814814814814, 0.08, 0.10389610389610389
9, Mathematical Physics , 0, 20, 40, 0.0, 0.0, 0.0
10, Nonlinear Sciences , 5, 30, 45, 0.14285714285714285, 0.1, 0.11764705882352941
11, Adaption and Self-Organizing Systems , 5, 17, 45, 0.22727272727272727, 0.1, 0.1388888888888889
12, Chaotic Dynamics , 1, 65, 9, 0.015151515151515152, 0.1, 0.026315789473684213
13, Cellular Automata and Lattice Gases , 1, 60, 3, 0.01639344262295082, 0.25, 0.030769230769230767
14, Pattern Formation and Solutions , 3, 62, 47, 0.046153846153846156, 0.06, 0.052173913043478265
15, Exactly Solvable and Integrable Systems , 3, 84, 47, 0.034482758620689655, 0.06, 0.043795620437956206
16, Nuclear Experiment , 5, 32, 45, 0.13513513513513514, 0.1, 0.11494252873563218
17, Nuclear Theory , 0, 12, 50, 0.0, 0.0, 0.0
18, Quantum Physics , 5, 31, 45, 0.1388888888888889, 0.1, 0.11627906976744186
19, Computer Science , 5, 35, 45, 0.125, 0.1, 0.11111111111111112
20, Mathematics , 1, 18, 49, 0.05263157894736842, 0.02, 0.028985507246376812
21, Quantitative Biology , 5, 35, 45, 0.125, 0.1, 0.11111111111111112
