category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 109, 815, 765, 0.11796536796536797, 0.12471395881006865, 0.12124582869855394
-1, macroaverage, 109, 815, 765, 0.13832130041719942, 0.12595238095238098, 0.13184738664620735
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 0, 3, 10, 0.0, 0.0, 0.0
2, Astrophysics , 5, 3, 45, 0.625, 0.1, 0.1724137931034483
3, Condensed Matter , 0, 6, 10, 0.0, 0.0, 0.0
4, General Relativity and Quantum Cosmology , 11, 38, 39, 0.22448979591836735, 0.22, 0.22222222222222224
5, High Energy Physics - Experiment , 9, 101, 41, 0.08181818181818182, 0.18, 0.11249999999999998
6, High Energy Physics - Lattice , 3, 53, 47, 0.05357142857142857, 0.06, 0.05660377358490565
7, High Energy Physics - Phenomenology , 1, 19, 49, 0.05, 0.02, 0.02857142857142857
8, High Energy Physics - Theory , 10, 90, 40, 0.1, 0.2, 0.13333333333333333
9, Mathematical Physics , 1, 9, 39, 0.1, 0.025, 0.04000000000000001
10, Nonlinear Sciences , 0, 14, 50, 0.0, 0.0, 0.0
11, Adaption and Self-Organizing Systems , 12, 74, 38, 0.13953488372093023, 0.24, 0.17647058823529407
12, Chaotic Dynamics , 0, 8, 10, 0.0, 0.0, 0.0
13, Cellular Automata and Lattice Gases , 2, 38, 2, 0.05, 0.5, 0.09090909090909091
14, Pattern Formation and Solutions , 14, 89, 36, 0.13592233009708737, 0.28, 0.18300653594771243
15, Exactly Solvable and Integrable Systems , 17, 153, 33, 0.1, 0.34, 0.15454545454545454
16, Nuclear Experiment , 3, 14, 47, 0.17647058823529413, 0.06, 0.08955223880597014
17, Nuclear Theory , 1, 22, 49, 0.043478260869565216, 0.02, 0.0273972602739726
18, Quantum Physics , 3, 4, 47, 0.42857142857142855, 0.06, 0.10526315789473684
19, Computer Science , 7, 66, 43, 0.0958904109589041, 0.14, 0.11382113821138211
20, Mathematics , 0, 1, 50, 0.0, 0.0, 0.0
21, Quantitative Biology , 10, 10, 40, 0.5, 0.2, 0.28571428571428575
