category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 187, 2585, 687, 0.06746031746031746, 0.2139588100686499, 0.10257816785518376
-1, macroaverage, 187, 2585, 687, 0.0688111795474039, 0.23095238095238094, 0.10603093802407727
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 1, 76, 9, 0.012987012987012988, 0.1, 0.02298850574712644
2, Astrophysics , 19, 180, 31, 0.09547738693467336, 0.38, 0.15261044176706828
3, Condensed Matter , 2, 81, 8, 0.024096385542168676, 0.2, 0.043010752688172046
4, General Relativity and Quantum Cosmology , 7, 97, 43, 0.0673076923076923, 0.14, 0.09090909090909091
5, High Energy Physics - Experiment , 11, 157, 39, 0.06547619047619048, 0.22, 0.10091743119266056
6, High Energy Physics - Lattice , 10, 179, 40, 0.05291005291005291, 0.2, 0.08368200836820083
7, High Energy Physics - Phenomenology , 5, 75, 45, 0.0625, 0.1, 0.07692307692307693
8, High Energy Physics - Theory , 8, 128, 42, 0.058823529411764705, 0.16, 0.08602150537634409
9, Mathematical Physics , 4, 82, 36, 0.046511627906976744, 0.1, 0.06349206349206349
10, Nonlinear Sciences , 10, 118, 40, 0.078125, 0.2, 0.11235955056179775
11, Adaption and Self-Organizing Systems , 13, 106, 37, 0.1092436974789916, 0.26, 0.15384615384615385
12, Chaotic Dynamics , 2, 150, 8, 0.013157894736842105, 0.2, 0.024691358024691357
13, Cellular Automata and Lattice Gases , 3, 237, 1, 0.0125, 0.75, 0.024590163934426236
14, Pattern Formation and Solutions , 12, 171, 38, 0.06557377049180328, 0.24, 0.10300429184549356
15, Exactly Solvable and Integrable Systems , 14, 161, 36, 0.08, 0.28, 0.12444444444444445
16, Nuclear Experiment , 13, 106, 37, 0.1092436974789916, 0.26, 0.15384615384615385
17, Nuclear Theory , 6, 71, 44, 0.07792207792207792, 0.12, 0.09448818897637795
18, Quantum Physics , 14, 133, 36, 0.09523809523809523, 0.28, 0.14213197969543148
19, Computer Science , 11, 95, 39, 0.10377358490566038, 0.22, 0.14102564102564102
20, Mathematics , 9, 80, 41, 0.10112359550561797, 0.18, 0.12949640287769787
21, Quantitative Biology , 13, 102, 37, 0.11304347826086956, 0.26, 0.15757575757575756
