category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 313, 4307, 561, 0.06774891774891775, 0.35812356979405036, 0.11394248270840918
-1, macroaverage, 313, 4307, 561, 0.07037473930911425, 0.3728571428571429, 0.118401790502381
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 2, 212, 8, 0.009345794392523364, 0.2, 0.017857142857142856
2, Astrophysics , 33, 293, 17, 0.10122699386503067, 0.66, 0.17553191489361705
3, Condensed Matter , 2, 117, 8, 0.01680672268907563, 0.2, 0.031007751937984496
4, General Relativity and Quantum Cosmology , 14, 137, 36, 0.09271523178807947, 0.28, 0.13930348258706465
5, High Energy Physics - Experiment , 27, 288, 23, 0.08571428571428572, 0.54, 0.14794520547945206
6, High Energy Physics - Lattice , 21, 388, 29, 0.05134474327628362, 0.42, 0.09150326797385622
7, High Energy Physics - Phenomenology , 17, 195, 33, 0.08018867924528301, 0.34, 0.1297709923664122
8, High Energy Physics - Theory , 19, 208, 31, 0.08370044052863436, 0.38, 0.13718411552346568
9, Mathematical Physics , 18, 187, 22, 0.08780487804878048, 0.45, 0.14693877551020407
10, Nonlinear Sciences , 8, 153, 42, 0.049689440993788817, 0.16, 0.07582938388625592
11, Adaption and Self-Organizing Systems , 12, 74, 38, 0.13953488372093023, 0.24, 0.17647058823529407
12, Chaotic Dynamics , 3, 158, 7, 0.018633540372670808, 0.3, 0.03508771929824562
13, Cellular Automata and Lattice Gases , 4, 363, 0, 0.010899182561307902, 1.0, 0.0215633423180593
14, Pattern Formation and Solutions , 22, 272, 28, 0.07482993197278912, 0.44, 0.12790697674418605
15, Exactly Solvable and Integrable Systems , 17, 299, 33, 0.05379746835443038, 0.34, 0.09289617486338798
16, Nuclear Experiment , 20, 175, 30, 0.10256410256410256, 0.4, 0.163265306122449
17, Nuclear Theory , 2, 109, 48, 0.018018018018018018, 0.04, 0.024844720496894408
18, Quantum Physics , 14, 212, 36, 0.061946902654867256, 0.28, 0.10144927536231883
19, Computer Science , 21, 193, 29, 0.09813084112149532, 0.42, 0.15909090909090906
20, Mathematics , 18, 153, 32, 0.10526315789473684, 0.36, 0.16289592760180993
21, Quantitative Biology , 19, 121, 31, 0.1357142857142857, 0.38, 0.19999999999999998
