category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 229, 1192, 645, 0.16115411681914146, 0.2620137299771167, 0.19956427015250547
-1, macroaverage, 229, 1192, 645, 0.28447185200930275, 0.2764285714285714, 0.28039254162296545
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 3, 290, 7, 0.010238907849829351, 0.3, 0.019801980198019802
2, Astrophysics , 31, 58, 19, 0.34831460674157305, 0.62, 0.4460431654676259
3, Condensed Matter , 3, 6, 7, 0.3333333333333333, 0.3, 0.3157894736842105
4, General Relativity and Quantum Cosmology , 0, 1, 50, 0.0, 0.0, 0.0
5, High Energy Physics - Experiment , 9, 20, 41, 0.3103448275862069, 0.18, 0.22784810126582278
6, High Energy Physics - Lattice , 0, 6, 50, 0.0, 0.0, 0.0
7, High Energy Physics - Phenomenology , 10, 14, 40, 0.4166666666666667, 0.2, 0.2702702702702703
8, High Energy Physics - Theory , 3, 66, 47, 0.043478260869565216, 0.06, 0.050420168067226885
9, Mathematical Physics , 7, 47, 33, 0.12962962962962962, 0.175, 0.14893617021276598
10, Nonlinear Sciences , 4, 38, 46, 0.09523809523809523, 0.08, 0.08695652173913043
11, Adaption and Self-Organizing Systems , 1, 0, 49, 1.0, 0.02, 0.0392156862745098
12, Chaotic Dynamics , 6, 69, 4, 0.08, 0.6, 0.14117647058823532
13, Cellular Automata and Lattice Gases , 1, 1, 3, 0.5, 0.25, 0.3333333333333333
14, Pattern Formation and Solutions , 15, 10, 35, 0.6, 0.3, 0.4
15, Exactly Solvable and Integrable Systems , 4, 6, 46, 0.4, 0.08, 0.13333333333333333
16, Nuclear Experiment , 3, 7, 47, 0.3, 0.06, 0.09999999999999999
17, Nuclear Theory , 6, 24, 44, 0.2, 0.12, 0.15
18, Quantum Physics , 45, 360, 5, 0.1111111111111111, 0.9, 0.1978021978021978
19, Computer Science , 37, 47, 13, 0.44047619047619047, 0.74, 0.5522388059701493
20, Mathematics , 36, 115, 14, 0.23841059602649006, 0.72, 0.3582089552238806
21, Quantitative Biology , 5, 7, 45, 0.4166666666666667, 0.1, 0.16129032258064516
