category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 156, 2616, 718, 0.05627705627705628, 0.17848970251716248, 0.08557323093801426
-1, macroaverage, 156, 2616, 718, 0.05868877222336482, 0.2047619047619047, 0.09122940905758745
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 1, 72, 9, 0.0136986301369863, 0.1, 0.024096385542168672
2, Astrophysics , 16, 253, 34, 0.05947955390334572, 0.32, 0.10031347962382445
3, Condensed Matter , 2, 138, 8, 0.014285714285714285, 0.2, 0.026666666666666665
4, General Relativity and Quantum Cosmology , 7, 71, 43, 0.08974358974358974, 0.14, 0.109375
5, High Energy Physics - Experiment , 17, 123, 33, 0.12142857142857143, 0.34, 0.17894736842105263
6, High Energy Physics - Lattice , 3, 132, 47, 0.022222222222222223, 0.06, 0.03243243243243243
7, High Energy Physics - Phenomenology , 7, 104, 43, 0.06306306306306306, 0.14, 0.08695652173913043
8, High Energy Physics - Theory , 8, 89, 42, 0.08247422680412371, 0.16, 0.10884353741496598
9, Mathematical Physics , 2, 82, 38, 0.023809523809523808, 0.05, 0.03225806451612903
10, Nonlinear Sciences , 9, 153, 41, 0.05555555555555555, 0.18, 0.08490566037735849
11, Adaption and Self-Organizing Systems , 11, 64, 39, 0.14666666666666667, 0.22, 0.176
12, Chaotic Dynamics , 3, 185, 7, 0.015957446808510637, 0.3, 0.0303030303030303
13, Cellular Automata and Lattice Gases , 3, 204, 1, 0.014492753623188406, 0.75, 0.028436018957345974
14, Pattern Formation and Solutions , 6, 149, 44, 0.03870967741935484, 0.12, 0.05853658536585366
15, Exactly Solvable and Integrable Systems , 15, 227, 35, 0.06198347107438017, 0.3, 0.10273972602739727
16, Nuclear Experiment , 13, 110, 37, 0.10569105691056911, 0.26, 0.15028901734104047
17, Nuclear Theory , 1, 66, 49, 0.014925373134328358, 0.02, 0.017094017094017096
18, Quantum Physics , 12, 118, 38, 0.09230769230769231, 0.24, 0.13333333333333336
19, Computer Science , 7, 80, 43, 0.08045977011494253, 0.14, 0.10218978102189781
20, Mathematics , 3, 80, 47, 0.03614457831325301, 0.06, 0.04511278195488721
21, Quantitative Biology , 10, 116, 40, 0.07936507936507936, 0.2, 0.11363636363636363
