category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 236, 2536, 638, 0.08513708513708514, 0.2700228832951945, 0.12945693911135492
-1, macroaverage, 236, 2536, 638, 0.09933443432483842, 0.24547619047619046, 0.1414355403650306
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 0, 17, 10, 0.0, 0.0, 0.0
2, Astrophysics , 14, 24, 36, 0.3684210526315789, 0.28, 0.3181818181818182
3, Condensed Matter , 2, 27, 8, 0.06896551724137931, 0.2, 0.10256410256410257
4, General Relativity and Quantum Cosmology , 16, 120, 34, 0.11764705882352941, 0.32, 0.17204301075268819
5, High Energy Physics - Experiment , 34, 343, 16, 0.09018567639257294, 0.68, 0.1592505854800937
6, High Energy Physics - Lattice , 19, 274, 31, 0.06484641638225255, 0.38, 0.1107871720116618
7, High Energy Physics - Phenomenology , 2, 56, 48, 0.034482758620689655, 0.04, 0.03703703703703704
8, High Energy Physics - Theory , 18, 268, 32, 0.06293706293706294, 0.36, 0.10714285714285716
9, Mathematical Physics , 9, 79, 31, 0.10227272727272728, 0.225, 0.14062500000000003
10, Nonlinear Sciences , 3, 87, 47, 0.03333333333333333, 0.06, 0.042857142857142864
11, Adaption and Self-Organizing Systems , 23, 188, 27, 0.10900473933649289, 0.46, 0.17624521072796936
12, Chaotic Dynamics , 0, 67, 10, 0.0, 0.0, 0.0
13, Cellular Automata and Lattice Gases , 1, 140, 3, 0.0070921985815602835, 0.25, 0.013793103448275862
14, Pattern Formation and Solutions , 18, 266, 32, 0.06338028169014084, 0.36, 0.10778443113772455
15, Exactly Solvable and Integrable Systems , 17, 179, 33, 0.08673469387755102, 0.34, 0.13821138211382114
16, Nuclear Experiment , 9, 75, 41, 0.10714285714285714, 0.18, 0.13432835820895522
17, Nuclear Theory , 3, 50, 47, 0.05660377358490566, 0.06, 0.05825242718446602
18, Quantum Physics , 10, 64, 40, 0.13513513513513514, 0.2, 0.16129032258064516
19, Computer Science , 13, 135, 37, 0.08783783783783784, 0.26, 0.13131313131313133
20, Mathematics , 13, 39, 37, 0.25, 0.26, 0.2549019607843137
21, Quantitative Biology , 12, 38, 38, 0.24, 0.24, 0.24
