category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 235, 2537, 639, 0.08477633477633478, 0.26887871853546913, 0.12890839275918817
-1, macroaverage, 235, 2537, 639, 0.10626397804808455, 0.2547619047619048, 0.14997270137197038
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 0, 32, 10, 0.0, 0.0, 0.0
2, Astrophysics , 10, 16, 40, 0.38461538461538464, 0.2, 0.2631578947368421
3, Condensed Matter , 0, 27, 10, 0.0, 0.0, 0.0
4, General Relativity and Quantum Cosmology , 14, 131, 36, 0.09655172413793103, 0.28, 0.1435897435897436
5, High Energy Physics - Experiment , 27, 268, 23, 0.09152542372881356, 0.54, 0.15652173913043477
6, High Energy Physics - Lattice , 13, 184, 37, 0.06598984771573604, 0.26, 0.10526315789473686
7, High Energy Physics - Phenomenology , 5, 63, 45, 0.07352941176470588, 0.1, 0.08474576271186442
8, High Energy Physics - Theory , 26, 375, 24, 0.06483790523690773, 0.52, 0.11529933481152994
9, Mathematical Physics , 6, 54, 34, 0.1, 0.15, 0.12
10, Nonlinear Sciences , 1, 76, 49, 0.012987012987012988, 0.02, 0.015748031496062992
11, Adaption and Self-Organizing Systems , 21, 172, 29, 0.10880829015544041, 0.42, 0.1728395061728395
12, Chaotic Dynamics , 2, 32, 8, 0.058823529411764705, 0.2, 0.0909090909090909
13, Cellular Automata and Lattice Gases , 2, 162, 2, 0.012195121951219513, 0.5, 0.023809523809523808
14, Pattern Formation and Solutions , 21, 234, 29, 0.08235294117647059, 0.42, 0.13770491803278687
15, Exactly Solvable and Integrable Systems , 26, 299, 24, 0.08, 0.52, 0.1386666666666667
16, Nuclear Experiment , 10, 76, 40, 0.11627906976744186, 0.2, 0.14705882352941177
17, Nuclear Theory , 5, 89, 45, 0.05319148936170213, 0.1, 0.06944444444444446
18, Quantum Physics , 6, 43, 44, 0.12244897959183673, 0.12, 0.12121212121212122
19, Computer Science , 16, 144, 34, 0.1, 0.32, 0.15238095238095237
20, Mathematics , 11, 19, 39, 0.36666666666666664, 0.22, 0.27499999999999997
21, Quantitative Biology , 13, 41, 37, 0.24074074074074073, 0.26, 0.25
