category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 337, 4283, 537, 0.07294372294372295, 0.38558352402745993, 0.1226792864943575
-1, macroaverage, 337, 4283, 537, 0.08461714946388776, 0.3626190476190477, 0.13721514649738242
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 1, 59, 9, 0.016666666666666666, 0.1, 0.028571428571428574
2, Astrophysics , 19, 42, 31, 0.3114754098360656, 0.38, 0.34234234234234234
3, Condensed Matter , 3, 57, 7, 0.05, 0.3, 0.08571428571428572
4, General Relativity and Quantum Cosmology , 17, 248, 33, 0.06415094339622641, 0.34, 0.10793650793650794
5, High Energy Physics - Experiment , 39, 501, 11, 0.07222222222222222, 0.78, 0.13220338983050847
6, High Energy Physics - Lattice , 24, 415, 26, 0.05466970387243736, 0.48, 0.09815950920245399
7, High Energy Physics - Phenomenology , 5, 100, 45, 0.047619047619047616, 0.1, 0.06451612903225806
8, High Energy Physics - Theory , 35, 514, 15, 0.06375227686703097, 0.7, 0.11686143572621036
9, Mathematical Physics , 19, 135, 21, 0.12337662337662338, 0.475, 0.1958762886597938
10, Nonlinear Sciences , 13, 175, 37, 0.06914893617021277, 0.26, 0.10924369747899158
11, Adaption and Self-Organizing Systems , 29, 277, 21, 0.09477124183006536, 0.58, 0.16292134831460672
12, Chaotic Dynamics , 0, 120, 10, 0.0, 0.0, 0.0
13, Cellular Automata and Lattice Gases , 2, 248, 2, 0.008, 0.5, 0.015748031496062992
14, Pattern Formation and Solutions , 24, 395, 26, 0.057279236276849645, 0.48, 0.10234541577825161
15, Exactly Solvable and Integrable Systems , 22, 261, 28, 0.07773851590106007, 0.44, 0.13213213213213212
16, Nuclear Experiment , 14, 135, 36, 0.09395973154362416, 0.28, 0.14070351758793972
17, Nuclear Theory , 6, 127, 44, 0.045112781954887216, 0.12, 0.06557377049180328
18, Quantum Physics , 14, 115, 36, 0.10852713178294573, 0.28, 0.1564245810055866
19, Computer Science , 20, 201, 30, 0.09049773755656108, 0.4, 0.14760147601476015
20, Mathematics , 16, 81, 34, 0.16494845360824742, 0.32, 0.21768707482993196
21, Quantitative Biology , 15, 77, 35, 0.16304347826086957, 0.3, 0.21126760563380284
