category id, category name, TP, FP, FN, precision, recall, F1
-2, microaverage, 168, 1680, 706, 0.09090909090909091, 0.19221967963386727, 0.12343864805290229
-1, macroaverage, 168, 1680, 706, 0.08748645794354143, 0.18428571428571433, 0.1186472055634332
0, arXiv , 0, 0, 0, 0.0, 0.0, 0.0
1, Physics , 0, 75, 10, 0.0, 0.0, 0.0
2, Astrophysics , 28, 169, 22, 0.14213197969543148, 0.56, 0.22672064777327938
3, Condensed Matter , 2, 33, 8, 0.05714285714285714, 0.2, 0.08888888888888888
4, General Relativity and Quantum Cosmology , 9, 67, 41, 0.11842105263157894, 0.18, 0.14285714285714285
5, High Energy Physics - Experiment , 16, 112, 34, 0.125, 0.32, 0.1797752808988764
6, High Energy Physics - Lattice , 10, 167, 40, 0.05649717514124294, 0.2, 0.0881057268722467
7, High Energy Physics - Phenomenology , 2, 62, 48, 0.03125, 0.04, 0.03508771929824561
8, High Energy Physics - Theory , 2, 30, 48, 0.0625, 0.04, 0.048780487804878044
9, Mathematical Physics , 8, 77, 32, 0.09411764705882353, 0.2, 0.128
10, Nonlinear Sciences , 4, 63, 46, 0.05970149253731343, 0.08, 0.06837606837606838
11, Adaption and Self-Organizing Systems , 6, 28, 44, 0.17647058823529413, 0.12, 0.14285714285714282
12, Chaotic Dynamics , 1, 51, 9, 0.019230769230769232, 0.1, 0.03225806451612903
13, Cellular Automata and Lattice Gases , 1, 94, 3, 0.010526315789473684, 0.25, 0.020202020202020204
14, Pattern Formation and Solutions , 14, 132, 36, 0.0958904109589041, 0.28, 0.14285714285714285
15, Exactly Solvable and Integrable Systems , 11, 128, 39, 0.07913669064748201, 0.22, 0.1164021164021164
16, Nuclear Experiment , 8, 60, 42, 0.11764705882352941, 0.16, 0.13559322033898305
17, Nuclear Theory , 1, 33, 49, 0.029411764705882353, 0.02, 0.023809523809523815
18, Quantum Physics , 12, 56, 38, 0.17647058823529413, 0.24, 0.20338983050847456
19, Computer Science , 9, 113, 41, 0.07377049180327869, 0.18, 0.10465116279069767
20, Mathematics , 12, 63, 38, 0.16, 0.24, 0.19199999999999998
21, Quantitative Biology , 12, 67, 38, 0.1518987341772152, 0.24, 0.18604651162790697
